Time (UTC), Frequency (MHz),Level (dB/Hz)
1551105545.0, 147.576171875, -48.4360053105
1551105545.0, 147.578125, -48.6581285084
1551105545.0, 147.580078125, -48.5891602074
1551105545.0, 147.58203125, -48.368546787
1551105545.0, 147.583984375, -48.49909125
1551105545.0, 147.5859375, -48.0784741762
1551105545.0, 147.587890625, -48.3921063443
1551105545.0, 147.58984375, -48.2854473787
1551105545.0, 147.591796875, -48.4494697907
1551105545.0, 147.59375, -48.4311916542
1551105545.0, 147.595703125, -48.5234819574
1551105545.0, 147.59765625, -48.4038372045
1551105545.0, 147.599609375, -47.865616612
1551105545.0, 147.6015625, -45.1325794364
1551105545.0, 147.603515625, -47.1989780364
1551105545.0, 147.60546875, -48.7374922876
1551105545.0, 147.607421875, -48.5663494834
1551105545.0, 147.609375, -48.4915249056
1551105545.0, 147.611328125, -48.3688581417
1551105545.0, 147.61328125, -48.3981497117
1551105545.0, 147.615234375, -48.4702863691
1551105545.0, 147.6171875, -48.9045512775
1551105545.0, 147.619140625, -48.7701203007
1551105545.0, 147.62109375, -48.8825192235
1551105545.0, 147.623046875, -49.2200456473
1551105545.0, 147.625, -48.2657771511
1551105545.0, 147.626953125, -48.2210939289
1551105545.0, 147.62890625, -48.4799494616
1551105545.0, 147.630859375, -48.5973246533
1551105545.0, 147.6328125, -47.8582864562
1551105545.0, 147.634765625, -45.5822624187
1551105545.0, 147.63671875, -47.8488986546
1551105545.0, 147.638671875, -48.8021019496
1551105545.0, 147.640625, -49.0681864859
1551105545.0, 147.642578125, -48.4925734645
1551105545.0, 147.64453125, -48.5579597792
1551105545.0, 147.646484375, -48.6125298782
1551105545.0, 147.6484375, -48.6097018579
1551105545.0, 147.650390625, -48.617559525
1551105545.0, 147.65234375, -48.250515656
1551105545.0, 147.654296875, -48.4841284092
1551105545.0, 147.65625, -48.5596212565
1551105545.0, 147.658203125, -48.4752729297
1551105545.0, 147.66015625, -48.4916392294
1551105545.0, 147.662109375, -48.2960693335
1551105545.0, 147.6640625, -48.8186575099
1551105545.0, 147.666015625, -48.4273469907
1551105545.0, 147.66796875, -48.6621222686
1551105545.0, 147.669921875, -48.6474305912
1551105545.0, 147.671875, -48.5771668741
1551105545.0, 147.673828125, -48.7156793385
1551105545.0, 147.67578125, -48.5860087532
1551105545.0, 147.677734375, -48.8036986612
1551105545.0, 147.6796875, -48.5420924739
1551105545.0, 147.681640625, -48.5386379652
1551105545.0, 147.68359375, -48.3989341868
1551105545.0, 147.685546875, -48.2774485961
1551105545.0, 147.6875, -48.1592629004
1551105545.0, 147.689453125, -48.2909197737
1551105545.0, 147.69140625, -48.2682986879
1551105545.0, 147.693359375, -48.3431107591
1551105545.0, 147.6953125, -48.4246806291
1551105545.0, 147.697265625, -47.8768210002
1551105545.0, 147.69921875, -46.1901856429
1551105545.0, 147.701171875, -44.2523049365
1551105545.0, 147.703125, -47.1382329904
1551105545.0, 147.705078125, -47.7225883191
1551105545.0, 147.70703125, -47.6915809844
1551105545.0, 147.708984375, -47.6364237452
1551105545.0, 147.7109375, -47.8359942263
1551105545.0, 147.712890625, -47.8187512999
1551105545.0, 147.71484375, -47.9535702026
1551105545.0, 147.716796875, -48.3007264365
1551105545.0, 147.71875, -48.4392488049
1551105545.0, 147.720703125, -48.3383946905
1551105545.0, 147.72265625, -48.6367770572
1551105545.0, 147.724609375, -48.6459241536
1551105545.0, 147.7265625, -48.1880636092
1551105545.0, 147.728515625, -48.3620788487
1551105545.0, 147.73046875, -48.3723248762
1551105545.0, 147.732421875, -46.7235318427
1551105545.0, 147.734375, -45.9132526315
1551105545.0, 147.736328125, -48.3082516266
1551105545.0, 147.73828125, -48.6133124779
1551105545.0, 147.740234375, -48.4734188832
1551105545.0, 147.7421875, -48.3048100227
1551105545.0, 147.744140625, -48.0237537304
1551105545.0, 147.74609375, -48.4815662387
1551105545.0, 147.748046875, -48.9851090559
1551105545.0, 147.75, -48.3148940841
1551105545.0, 147.751953125, -48.1420788236
1551105545.0, 147.75390625, -48.3948197791
1551105545.0, 147.755859375, -48.5430157936
1551105545.0, 147.7578125, -48.3203111151
1551105545.0, 147.759765625, -48.3127047148
1551105545.0, 147.76171875, -48.250527432
1551105545.0, 147.763671875, -48.1816191388
1551105545.0, 147.765625, -48.1547810923
1551105545.0, 147.767578125, -48.0455104321
1551105545.0, 147.76953125, -48.3702389366
1551105545.0, 147.771484375, -48.2381726198
1551105545.0, 147.7734375, -48.3039800999
1551105545.0, 147.775390625, -48.5207024767
1551105545.0, 147.77734375, -48.4399255954
1551105545.0, 147.779296875, -48.4757839854
1551105545.0, 147.78125, -48.6587253178
1551105545.0, 147.783203125, -48.4097797626
1551105545.0, 147.78515625, -48.4974786772
1551105545.0, 147.787109375, -48.3611715473
1551105545.0, 147.7890625, -48.4970398978
1551105545.0, 147.791015625, -48.370057269
1551105545.0, 147.79296875, -48.2519961153
1551105545.0, 147.794921875, -48.5983984005
1551105545.0, 147.796875, -48.3549450283
1551105545.0, 147.798828125, -45.8458245717
1551105545.0, 147.80078125, -46.034907248
1551105545.0, 147.802734375, -48.161485883
1551105545.0, 147.8046875, -48.6290889665
1551105545.0, 147.806640625, -48.6854102958
1551105545.0, 147.80859375, -48.3755635755
1551105545.0, 147.810546875, -48.5701558146
1551105545.0, 147.8125, -48.5353332603
1551105545.0, 147.814453125, -48.6194516536
1551105545.0, 147.81640625, -48.60599472
1551105545.0, 147.818359375, -48.5527226385
1551105545.0, 147.8203125, -48.5189218037
1551105545.0, 147.822265625, -48.0769362821
1551105545.0, 147.82421875, -48.022163342
1551105545.0, 147.826171875, -48.1227545143
1551105545.0, 147.828125, -48.4954586494
1551105545.0, 147.830078125, -47.9855876532
1551105545.0, 147.83203125, -45.0422367102
1551105545.0, 147.833984375, -46.2696765089
1551105545.0, 147.8359375, -48.4254150614
1551105545.0, 147.837890625, -48.2575626721
1551105545.0, 147.83984375, -48.450729116
1551105545.0, 147.841796875, -48.4778897439
1551105545.0, 147.84375, -48.6284877344
1551105545.0, 147.845703125, -48.8022366928
1551105545.0, 147.84765625, -48.6845514748
1551105545.0, 147.849609375, -48.2812687053
1551105545.0, 147.8515625, -48.2771161113
1551105545.0, 147.853515625, -48.4573149551
1551105545.0, 147.85546875, -48.645675614
1551105545.0, 147.857421875, -48.4578659095
1551105545.0, 147.859375, -48.6575042279
1551105545.0, 147.861328125, -48.4387903697
1551105545.0, 147.86328125, -48.3044369899
1551105545.0, 147.865234375, -48.0490969408
1551105545.0, 147.8671875, -48.1950219755
1551105545.0, 147.869140625, -48.580954737
1551105545.0, 147.87109375, -48.7345297199
1551105545.0, 147.873046875, -48.6993173467
1551105545.0, 147.875, -47.9476754109
1551105545.0, 147.876953125, -48.5893283979
1551105545.0, 147.87890625, -48.9470162284
1551105545.0, 147.880859375, -48.9055669422
1551105545.0, 147.8828125, -48.8800699087
1551105545.0, 147.884765625, -48.7436330417
1551105545.0, 147.88671875, -48.512763442
1551105545.0, 147.888671875, -48.6658263801
1551105545.0, 147.890625, -48.7289893898
1551105545.0, 147.892578125, -48.7800463114
1551105545.0, 147.89453125, -48.8578044892
1551105545.0, 147.896484375, -48.5260167763
1551105545.0, 147.8984375, -46.162213923
1551105545.0, 147.900390625, -47.1587941001
1551105545.0, 147.90234375, -48.2754346458
1551105545.0, 147.904296875, -48.5520777233
1551105545.0, 147.90625, -48.5971542102
1551105545.0, 147.908203125, -48.4662015815
1551105545.0, 147.91015625, -48.2695616589
1551105545.0, 147.912109375, -48.4340176121
1551105545.0, 147.9140625, -48.6431875809
1551105545.0, 147.916015625, -48.8742450786
1551105545.0, 147.91796875, -48.5481756448
1551105545.0, 147.919921875, -48.5159640061
1551105545.0, 147.921875, -48.5136822241
1551105545.0, 147.923828125, -48.5501495894
1551105545.0, 147.92578125, -48.5311765707
1551105545.0, 147.927734375, -48.6115906744
1551105545.0, 147.9296875, -47.5879325725
1551105545.0, 147.931640625, -44.533605005
1551105545.0, 147.93359375, -47.3972962846
1551105545.0, 147.935546875, -48.3752106329
1551105545.0, 147.9375, -48.3259083618
1551105545.0, 147.939453125, -48.3311256447
1551105545.0, 147.94140625, -48.4494034427
1551105545.0, 147.943359375, -48.0790634829
1551105545.0, 147.9453125, -47.9553160073
1551105545.0, 147.947265625, -48.1231700727
1551105545.0, 147.94921875, -48.0816143043
1551105545.0, 147.951171875, -48.0030555521
1551105545.0, 147.953125, -48.3287600394
1551105545.0, 147.955078125, -48.3341908551
1551105545.0, 147.95703125, -48.3020283072
1551105545.0, 147.958984375, -48.0858302656
1551105545.0, 147.9609375, -48.3140514909
1551105545.0, 147.962890625, -47.9579785416
1551105545.0, 147.96484375, -47.0053430996
1551105545.0, 147.966796875, -48.4879473723
1551105545.0, 147.96875, -48.7036365961
1551105545.0, 147.970703125, -48.7377447618
1551105545.0, 147.97265625, -48.5401622711
1551105545.0, 147.974609375, -48.6921857275
1551105545.0, 147.9765625, -48.6998616468
1551105545.0, 147.978515625, -48.5670618073
1551105545.0, 147.98046875, -48.1588085593
1551105545.0, 147.982421875, -48.4195944265
1551105545.0, 147.984375, -48.4363187982
1551105545.0, 147.986328125, -48.2657321402
1551105545.0, 147.98828125, -48.4433377686
1551105545.0, 147.990234375, -48.6552258432
1551105545.0, 147.9921875, -48.8506056167
1551105545.0, 147.994140625, -48.8362849443
1551105545.0, 147.99609375, -47.6490884479
1551105545.0, 147.998046875, -47.7285617541
1551105545.0, 148.0, -47.9350396923
1551105545.0, 148.001953125, -48.3561619885
1551105545.0, 148.00390625, -48.5657832972
1551105545.0, 148.005859375, -48.6573991438
1551105545.0, 148.0078125, -48.6080856746
1551105545.0, 148.009765625, -48.5430887697
1551105545.0, 148.01171875, -48.6063529806
1551105545.0, 148.013671875, -48.4303246907
1551105545.0, 148.015625, -48.4507205821
1551105545.0, 148.017578125, -48.6463477569
1551105545.0, 148.01953125, -48.6858205761
1551105545.0, 148.021484375, -48.5075491496
1551105545.0, 148.0234375, -48.6305660986
1551105545.0, 148.025390625, -48.6173285396
1551105545.0, 148.02734375, -48.4273805374
1551105545.0, 148.029296875, -46.589558253
1551105545.0, 148.03125, -45.5193892712
1551105545.0, 148.033203125, -48.3981203345
1551105545.0, 148.03515625, -48.4263366179
1551105545.0, 148.037109375, -48.5029513093
1551105545.0, 148.0390625, -48.510048226
1551105545.0, 148.041015625, -48.3543287097
1551105545.0, 148.04296875, -48.5359425739
1551105545.0, 148.044921875, -48.7132581623
1551105545.0, 148.046875, -48.994270489
1551105545.0, 148.048828125, -48.5983869132
1551105545.0, 148.05078125, -48.5548691509
1551105545.0, 148.052734375, -48.8459646746
1551105545.0, 148.0546875, -48.3147693375
1551105545.0, 148.056640625, -48.4036356308
1551105545.0, 148.05859375, -48.4721809574
1551105545.0, 148.060546875, -48.3171976785
1551105545.0, 148.0625, -46.1727624809
1551105545.0, 148.064453125, -45.6352389809
1551105545.0, 148.06640625, -48.597923925
1551105545.0, 148.068359375, -48.5891624482
1551105545.0, 148.0703125, -48.7240875112
1551105545.0, 148.072265625, -48.6189136359
1551105545.0, 148.07421875, -48.6575653884
1551105545.0, 148.076171875, -48.1486686461
1551105545.0, 148.078125, -48.3484716032
1551105545.0, 148.080078125, -48.5925734394
1551105545.0, 148.08203125, -48.4938273628
1551105545.0, 148.083984375, -48.5379716439
1551105545.0, 148.0859375, -48.3789811281
1551105545.0, 148.087890625, -48.7015479309
1551105545.0, 148.08984375, -48.7460165647
1551105545.0, 148.091796875, -48.4724361514
1551105545.0, 148.09375, -48.6204355246
1551105545.0, 148.095703125, -47.7413662549
1551105545.0, 148.09765625, -47.7821469293
1551105545.0, 148.099609375, -48.5007356461
1551105545.0, 148.1015625, -48.6241161388
1551105545.0, 148.103515625, -48.6846513316
1551105545.0, 148.10546875, -48.5649064949
1551105545.0, 148.107421875, -48.6877221911
1551105545.0, 148.109375, -48.9587530995
1551105545.0, 148.111328125, -48.7956085396
1551105545.0, 148.11328125, -48.7345449454
1551105545.0, 148.115234375, -48.6206222914
1551105545.0, 148.1171875, -48.5979450164
1551105545.0, 148.119140625, -48.6442524706
1551105545.0, 148.12109375, -48.6523650182
1551105545.0, 148.123046875, -48.36476235
1551105545.0, 148.125, -47.8777131134
1551105545.0, 148.126953125, -47.9652861173
1551105545.0, 148.12890625, -47.3992448076
1551105545.0, 148.130859375, -47.9902018725
1551105545.0, 148.1328125, -48.6132389966
1551105545.0, 148.134765625, -48.3746262731
1551105545.0, 148.13671875, -48.5186188199
1551105545.0, 148.138671875, -48.8564175694
1551105545.0, 148.140625, -48.6847231681
1551105545.0, 148.142578125, -48.702245965
1551105545.0, 148.14453125, -48.8427320007
1551105545.0, 148.146484375, -48.7992624818
1551105545.0, 148.1484375, -48.4364738333
1551105545.0, 148.150390625, -48.4182698615
1551105545.0, 148.15234375, -48.4626738742
1551105545.0, 148.154296875, -48.8382747027
1551105545.0, 148.15625, -48.7997464536
1551105545.0, 148.158203125, -48.4912862399
1551105545.0, 148.16015625, -48.1882745866
1551105545.0, 148.162109375, -45.1394625556
1551105545.0, 148.1640625, -46.5882883917
1551105545.0, 148.166015625, -48.4143877684
1551105545.0, 148.16796875, -48.7944597397
1551105545.0, 148.169921875, -48.7031347283
1551105545.0, 148.171875, -48.754633843
1551105545.0, 148.173828125, -48.9172321297
1551105545.0, 148.17578125, -48.6287904153
1551105545.0, 148.177734375, -48.3859870187
1551105545.0, 148.1796875, -48.2117047157
1551105545.0, 148.181640625, -48.186094734
1551105545.0, 148.18359375, -47.9379455803
1551105545.0, 148.185546875, -47.8582981209
1551105545.0, 148.1875, -47.9101877174
1551105545.0, 148.189453125, -47.8987141155
1551105545.0, 148.19140625, -47.7412248412
1551105545.0, 148.193359375, -47.6654158409
1551105545.0, 148.1953125, -44.7579423295
1551105545.0, 148.197265625, -46.4278622123
1551105545.0, 148.19921875, -47.7747505091
1551105545.0, 148.201171875, -48.1865041395
1551105545.0, 148.203125, -48.3354404768
1551105545.0, 148.205078125, -48.5385030056
1551105545.0, 148.20703125, -48.3493455455
1551105545.0, 148.208984375, -48.3822094224
1551105545.0, 148.2109375, -48.4220254935
1551105545.0, 148.212890625, -48.6498429281
1551105545.0, 148.21484375, -48.6626843456
1551105545.0, 148.216796875, -48.5388371917
1551105545.0, 148.21875, -48.7429938676
1551105545.0, 148.220703125, -48.6577838684
1551105545.0, 148.22265625, -48.5345571994
1551105545.0, 148.224609375, -48.3240866508
1551105545.0, 148.2265625, -47.8735390717
1551105545.0, 148.228515625, -46.9116633706
1551105545.0, 148.23046875, -47.5235456643
1551105545.0, 148.232421875, -48.5301037477
1551105545.0, 148.234375, -48.4910690365
1551105545.0, 148.236328125, -48.4018644927
1551105545.0, 148.23828125, -48.3105599652
1551105545.0, 148.240234375, -48.6807456715
1551105545.0, 148.2421875, -48.7903945649
1551105545.0, 148.244140625, -48.409776404
1551105545.0, 148.24609375, -48.2394638124
1551105545.0, 148.248046875, -48.4967699106
1551105545.0, 148.25, -48.2815748333
1551105545.0, 148.251953125, -48.4519771596
1551105545.0, 148.25390625, -48.5794116792
1551105545.0, 148.255859375, -48.1997862485
1551105545.0, 148.2578125, -47.9491131323
1551105545.0, 148.259765625, -47.919133159
1551105545.0, 148.26171875, -48.0895140411
1551105545.0, 148.263671875, -48.0702104777
1551105545.0, 148.265625, -48.0480750835
1551105545.0, 148.267578125, -48.3921364509
1551105545.0, 148.26953125, -48.3222467634
1551105545.0, 148.271484375, -48.7849037451
1551105545.0, 148.2734375, -48.5555348608
1551105545.0, 148.275390625, -48.5610709416
1551105545.0, 148.27734375, -48.3728118938
1551105545.0, 148.279296875, -48.3611283131
1551105545.0, 148.28125, -48.8561958345
1551105545.0, 148.283203125, -48.4482976063
1551105545.0, 148.28515625, -48.4106719213
1551105545.0, 148.287109375, -48.6160211914
1551105545.0, 148.2890625, -48.3010761503
1551105545.0, 148.291015625, -48.2423066173
1551105545.0, 148.29296875, -47.121201797
1551105545.0, 148.294921875, -46.115832008
1551105545.0, 148.296875, -47.4756627346
1551105545.0, 148.298828125, -47.5759514418
1551105545.0, 148.30078125, -48.3600822097
1551105545.0, 148.302734375, -48.7004844984
1551105545.0, 148.3046875, -48.6416186248
1551105545.0, 148.306640625, -48.5809761751
1551105545.0, 148.30859375, -48.3131222476
1551105545.0, 148.310546875, -48.2473837459
1551105545.0, 148.3125, -48.5036242673
1551105545.0, 148.314453125, -48.446991018
1551105545.0, 148.31640625, -48.2850883864
1551105545.0, 148.318359375, -48.0642728073
1551105545.0, 148.3203125, -47.8718494892
1551105545.0, 148.322265625, -48.159343869
1551105545.0, 148.32421875, -48.3688794993
1551105545.0, 148.326171875, -46.4945157618
1551105545.0, 148.328125, -45.4018581721
1551105545.0, 148.330078125, -48.2220138197
1551105545.0, 148.33203125, -48.3483854667
1551105545.0, 148.333984375, -48.6737235326
1551105545.0, 148.3359375, -48.6293286763
1551105545.0, 148.337890625, -48.2165536833
1551105545.0, 148.33984375, -48.2985204902
1551105545.0, 148.341796875, -48.8010480265
1551105545.0, 148.34375, -48.7221738297
1551105545.0, 148.345703125, -48.9552566034
1551105545.0, 148.34765625, -49.126842803
1551105545.0, 148.349609375, -49.0682984313
1551105545.0, 148.3515625, -48.3206262995
1551105545.0, 148.353515625, -48.5871864711
1551105545.0, 148.35546875, -48.9537276692
1551105545.0, 148.357421875, -48.6084567789
1551105545.0, 148.359375, -46.4728533508
1551105545.0, 148.361328125, -45.8654240059
1551105545.0, 148.36328125, -48.188921726
1551105545.0, 148.365234375, -48.2804628047
1551105545.0, 148.3671875, -48.293105235
1551105545.0, 148.369140625, -48.8535648046
1551105545.0, 148.37109375, -48.6784646842
1551105545.0, 148.373046875, -48.6464314465
1551105545.0, 148.375, -48.5328764537
1551105545.0, 148.376953125, -48.6766452094
1551105545.0, 148.37890625, -48.5711265326
1551105545.0, 148.380859375, -48.615261174
1551105545.0, 148.3828125, -48.4997689721
1551105545.0, 148.384765625, -48.5827772132
1551105545.0, 148.38671875, -48.8260790122
1551105545.0, 148.388671875, -48.5456370983
1551105545.0, 148.390625, -48.3503544919
1551105545.0, 148.392578125, -47.5157486526
1551105545.0, 148.39453125, -47.7056397317
1551105545.0, 148.396484375, -48.3672208266
1551105545.0, 148.3984375, -48.2987382414
1551105545.0, 148.400390625, -48.1432062317
1551105545.0, 148.40234375, -48.3133080741
1551105545.0, 148.404296875, -48.3038792139
1551105545.0, 148.40625, -48.2399742057
1551105545.0, 148.408203125, -48.4424468203
1551105545.0, 148.41015625, -48.6186165239
1551105545.0, 148.412109375, -48.3951259679
1551105545.0, 148.4140625, -48.4548988972
1551105545.0, 148.416015625, -48.5635705822
1551105545.0, 148.41796875, -48.7023979943
1551105545.0, 148.419921875, -48.8231168
1551105545.0, 148.421875, -48.6456561327
1551105545.0, 148.423828125, -48.1347100341
1551105545.0, 148.42578125, -47.6815593589
1551105545.0, 148.427734375, -47.9720052687
1551105545.0, 148.4296875, -48.1346761974
1551105545.0, 148.431640625, -47.199395169
1551105545.0, 148.43359375, -45.8006832219
1551105545.0, 148.435546875, -47.8137634914
1551105545.0, 148.4375, -47.9610317088
1551105545.0, 148.439453125, -48.1000697389
1551105545.0, 148.44140625, -48.3213517073
1551105545.0, 148.443359375, -48.1154034156
1551105545.0, 148.4453125, -48.2553454018
1551105545.0, 148.447265625, -48.1003814057
1551105545.0, 148.44921875, -48.1023352499
1551105545.0, 148.451171875, -48.448661644
1551105545.0, 148.453125, -48.4918011559
1551105545.0, 148.455078125, -48.3799401248
1551105545.0, 148.45703125, -48.2555724589
1551105545.0, 148.458984375, -46.6982258729
1551105545.0, 148.4609375, -47.5661614565
1551105545.0, 148.462890625, -48.5678962247
1551105545.0, 148.46484375, -48.5274204801
1551105545.0, 148.466796875, -48.6227168971
1551105545.0, 148.46875, -48.6226722997
1551105545.0, 148.470703125, -48.8572085762
1551105545.0, 148.47265625, -48.4121495406
1551105545.0, 148.474609375, -48.2177229122
1551105545.0, 148.4765625, -48.5320747994
1551105545.0, 148.478515625, -48.5329300111
1551105545.0, 148.48046875, -48.4765519279
1551105545.0, 148.482421875, -48.2342776883
1551105545.0, 148.484375, -48.0279715076
1551105545.0, 148.486328125, -48.2078642984
1551105545.0, 148.48828125, -48.434938314
1551105545.0, 148.490234375, -47.9019526775
1551105545.0, 148.4921875, -45.2419793402
1551105545.0, 148.494140625, -47.3039320774
1551105545.0, 148.49609375, -48.5000720867
1551105545.0, 148.498046875, -45.8164027172
1551105545.0, 148.5, -35.8662329004
1551105545.0, 148.501953125, -38.1362513838
1551105545.0, 148.50390625, -48.4030875101
1551105545.0, 148.505859375, -48.7520092949
1551105545.0, 148.5078125, -48.4167186838
1551105545.0, 148.509765625, -48.0731724855
1551105545.0, 148.51171875, -48.273424199
1551105545.0, 148.513671875, -48.3862742544
1551105545.0, 148.515625, -48.4667020477
1551105545.0, 148.517578125, -48.3116236782
1551105545.0, 148.51953125, -48.2018725954
1551105545.0, 148.521484375, -48.3999341975
1551105545.0, 148.5234375, -47.7104004559
1551105545.0, 148.525390625, -45.0565695416
1551105545.0, 148.52734375, -47.5625815328
1551105545.0, 148.529296875, -48.3684364887
1551105545.0, 148.53125, -48.3920318828
1551105545.0, 148.533203125, -48.5864352142
1551105545.0, 148.53515625, -48.6212933734
1551105545.0, 148.537109375, -48.8181309958
1551105545.0, 148.5390625, -48.8019522401
1551105545.0, 148.541015625, -48.6711465968
1551105545.0, 148.54296875, -48.4101457472
1551105545.0, 148.544921875, -48.0006100655
1551105545.0, 148.546875, -48.5260518478
1551105545.0, 148.548828125, -48.653815874
1551105545.0, 148.55078125, -48.5246756539
1551105545.0, 148.552734375, -48.6452517149
1551105545.0, 148.5546875, -48.5537905133
1551105545.0, 148.556640625, -47.8825272131
1551105545.0, 148.55859375, -46.3289746814
1551105545.0, 148.560546875, -48.0265204312
1551105545.0, 148.5625, -48.6596905368
1551105545.0, 148.564453125, -49.0289006369
1551105545.0, 148.56640625, -47.2534616202
1551105545.0, 148.568359375, -44.951062998
1551105545.0, 148.5703125, -47.7924962568
1551105545.0, 148.572265625, -48.1850841582
1551105545.0, 148.57421875, -48.3101155641
1551105545.0, 148.576171875, -48.2633924953
1551105545.0, 148.578125, -48.4829564407
1551105545.0, 148.580078125, -48.6465961982
1551105545.0, 148.58203125, -48.4297935987
1551105545.0, 148.583984375, -48.4541601896
1551105545.0, 148.5859375, -48.420842163
1551105545.0, 148.587890625, -48.3207240522
1551105545.0, 148.58984375, -48.033128314
1551105545.0, 148.591796875, -48.1408614706
1551105545.0, 148.59375, -48.0503436392
1551105545.0, 148.595703125, -48.0701706086
1551105545.0, 148.59765625, -48.6163990399
1551105545.0, 148.599609375, -48.6037948832
1551105545.0, 148.6015625, -48.5451092961
1551105545.0, 148.603515625, -49.0432179269
1551105545.0, 148.60546875, -48.6778095571
1551105545.0, 148.607421875, -48.6175422038
1551105545.0, 148.609375, -48.6573649212
1551105545.0, 148.611328125, -48.7876465563
1551105545.0, 148.61328125, -48.7933603412
1551105545.0, 148.615234375, -48.8176616779
1551105545.0, 148.6171875, -48.8960761779
1551105545.0, 148.619140625, -48.5081558946
1551105545.0, 148.62109375, -48.4120823911
1551105545.0, 148.623046875, -48.0621356964
1551105545.0, 148.625, -47.6570365715
1551105545.0, 148.626953125, -48.1127431369
1551105545.0, 148.62890625, -48.3593043791
1551105545.0, 148.630859375, -48.5877121573
1551105545.0, 148.6328125, -48.9014307357
1551105545.0, 148.634765625, -48.1244454616
1551105545.0, 148.63671875, -48.0274495532
1551105545.0, 148.638671875, -48.3624664246
1551105545.0, 148.640625, -48.6332807432
1551105545.0, 148.642578125, -48.4098618009
1551105545.0, 148.64453125, -48.6778843646
1551105545.0, 148.646484375, -48.8319045652
1551105545.0, 148.6484375, -48.6576687276
1551105545.0, 148.650390625, -48.6493276975
1551105545.0, 148.65234375, -48.3073669375
1551105545.0, 148.654296875, -48.3892530683
1551105545.0, 148.65625, -47.9610109667
1551105545.0, 148.658203125, -47.5926926009
1551105545.0, 148.66015625, -48.5107056673
1551105545.0, 148.662109375, -48.6346461074
1551105545.0, 148.6640625, -48.7477452292
1551105545.0, 148.666015625, -48.7290083585
1551105545.0, 148.66796875, -48.3654067647
1551105545.0, 148.669921875, -48.6406345881
1551105545.0, 148.671875, -48.6388774942
1551105545.0, 148.673828125, -48.3903146369
1551105545.0, 148.67578125, -48.4144000835
1551105545.0, 148.677734375, -48.5742051631
1551105545.0, 148.6796875, -48.6336452361
1551105545.0, 148.681640625, -48.367549486
1551105545.0, 148.68359375, -47.9048261244
1551105545.0, 148.685546875, -48.1750794641
1551105545.0, 148.6875, -48.0923837983
1551105545.0, 148.689453125, -46.2045589575
1551105545.0, 148.69140625, -46.6005730188
1551105545.0, 148.693359375, -48.2967795344
1551105545.0, 148.6953125, -48.4116078026
1551105545.0, 148.697265625, -48.3781535238
1551105545.0, 148.69921875, -48.2218012638
1551105545.0, 148.701171875, -48.1685147459
1551105545.0, 148.703125, -47.3314938073
1551105545.0, 148.705078125, -48.4898407688
1551105545.0, 148.70703125, -48.5305610481
1551105545.0, 148.708984375, -48.5071710017
1551105545.0, 148.7109375, -48.5813335056
1551105545.0, 148.712890625, -48.5902195836
1551105545.0, 148.71484375, -48.7785712089
1551105545.0, 148.716796875, -48.5636454527
1551105545.0, 148.71875, -48.4787997874
1551105545.0, 148.720703125, -48.4308573438
1551105545.0, 148.72265625, -45.7288570081
1551105545.0, 148.724609375, -46.2981656524
1551105545.0, 148.7265625, -48.52949003
1551105545.0, 148.728515625, -48.7400495256
1551105545.0, 148.73046875, -48.7153312464
1551105545.0, 148.732421875, -48.2275670737
1551105545.0, 148.734375, -48.738661262
1551105545.0, 148.736328125, -48.8140001241
1551105545.0, 148.73828125, -49.0208605985
1551105545.0, 148.740234375, -48.6869050447
1551105545.0, 148.7421875, -48.3873721034
1551105545.0, 148.744140625, -48.5697096585
1551105545.0, 148.74609375, -48.4038950099
1551105545.0, 148.748046875, -48.2797415847
1551105545.0, 148.75, -47.9204239155
1551105545.0, 148.751953125, -48.3656186914
1551105545.0, 148.75390625, -48.1613764911
1551105545.0, 148.755859375, -45.0818196747
1551105545.0, 148.7578125, -46.3369441531
1551105545.0, 148.759765625, -48.4904998711
1551105545.0, 148.76171875, -48.5014481351
1551105545.0, 148.763671875, -48.5254732047
1551105545.0, 148.765625, -48.4848768718
1551105545.0, 148.767578125, -48.348657586
1551105545.0, 148.76953125, -48.0265662046
1551105545.0, 148.771484375, -47.828302832
1551105545.0, 148.7734375, -48.3567083213
1551105545.0, 148.775390625, -48.3906490226
1551105545.0, 148.77734375, -48.734105988
1551105545.0, 148.779296875, -48.3651552011
1551105545.0, 148.78125, -48.2795027087
1551105545.0, 148.783203125, -48.2478755299
1551105545.0, 148.78515625, -48.2804734635
1551105545.0, 148.787109375, -48.070677968
1551105545.0, 148.7890625, -46.1590323333
1551105545.0, 148.791015625, -47.5311540039
1551105545.0, 148.79296875, -48.4421574315
1551105545.0, 148.794921875, -49.0001215831
1551105545.0, 148.796875, -48.612803938
1551105545.0, 148.798828125, -48.3624684247
1551105545.0, 148.80078125, -48.398663036
1551105545.0, 148.802734375, -48.8718804907
1551105545.0, 148.8046875, -48.7677470055
1551105545.0, 148.806640625, -48.6000748408
1551105545.0, 148.80859375, -48.3893325222
1551105545.0, 148.810546875, -48.227126147
1551105545.0, 148.8125, -48.4741484445
1551105545.0, 148.814453125, -48.7071500258
1551105545.0, 148.81640625, -48.251768163
1551105545.0, 148.818359375, -48.2613179556
1551105545.0, 148.8203125, -47.9588018326
1551105545.0, 148.822265625, -46.849328159
1551105545.0, 148.82421875, -47.7956955424
1551105545.0, 148.826171875, -48.6158944379
